input_text,target_text,slang_terms,category,difficulty_level
We are so griefer right now in this match,We are performing at the level of player who ruins others' experience in this match,"griefer, disruptor",gaming,medium
The way this is giving god tier with no hesitation istg,The way this shows of the highest quality so effortlessly without question,"god tier, excellence",social_media,medium
That person has npc today periodt,That person has someone acting without personality energy today without question,npc,chat,medium
Omg that was so bozo istg,"Oh my goodness that was so fool, clown, idiot I swear","bozo, insult",texting,medium
Ikr that was peak soft launching,"I know right, that was the peak of subtly hinting at a new relationship","soft launch, relationship",texting,medium
Yes because what we really needed was more hmu,"Yes, because what we truly needed was more hit me up, contact me","hmu, contact",sarcasm,easy
"You cooked so hard, that was peak irl.","You did so well, that was peak in real life.",irl,chat,medium
lowkey not the ttyl hitting different tonight,come on now the talk to you later feeling is hitting differently tonight,"ttyl, farewell",social_media,easy
Me: has one productive day. my brain: it's god tier time,Me having one productive day and my brain saying it is of the highest quality time,"god tier, excellence",meme,medium
Teacher: there are no wrong answers. me: talking stage periodt,Teacher says no wrong answers and I respond with early phase of romantic interest and that is funny,"talking stage, relationship",meme,medium
He pulled a we do a little trolling clutch at the last second,He performed a playful or mischievous behavior move at the last second,"trolling, humor",gaming,hard
he wentt full nah mode during the match.,He went full no mode during the match.,nah,chat,medium
Why is people so she cooked lately?,Why is people so in serious trouble lately?,she cooked,chat,medium
"For those who don't know, this is rent free","For those who are unfamiliar, this is constantly on your mind","rent free, obsession",social_media,medium
Found someone who gets the fam energy,"I found someone who genuinely understands close friends, family-like people","fam, friendship",social_media,medium
"For those who don't know, this is fire on god","For those who are unfamiliar, this is excellent, amazing and that is funny","fire, quality",social_media,medium
Thank you so much for that salty contribution,"Thank you so much for that wonderful contribution of bitter, upset, frustrated","salty, emotion",sarcasm,medium
genuinely everyone on Discord went full sus when that happened.,okay so everyone on Discord went full extremely suspicious when that happened.,so sus,chat,hard
Lowkey the difference between pros and noobs is simply chronically online,Hold on the gap between professionals and beginners is simply spending too much time online,"chronically online, internet use",gaming,medium
The way this is giving pwned with no hesitation,The way this shows decisively defeated so effortlessly,"pwned, defeat",social_media,medium
fr tho so impressed by this level of manifestation behavior,hold on so thoroughly impressed by this level of believing you can attract what you want behavior,"manifestation, belief",sarcasm,medium
That fit is so rizz.,That outfit is so charisma or flirting skill.,so rizz,chat,hard
Everything about this moment is based.,Everything about this moment is extremely confident and unapologetic.,so based,chat,hard
not to be that person but we are so ligma right now in this match,hold on we are performing at the level of a fake disease used as a prank in this match,"ligma, prank",gaming,medium
istg chronic ikr hours who else,"for real though chronic I know right hours, who can relate","ikr, agreement",social_media,easy
Fr tho that drop had people acting sis.,I swear that drop had people acting extremely sister or close female friend.,so sis,chat,hard
"Wait, was that not completely in my bag on god","Wait, was that not completely extremely in my bag? not going to lie",so in my bag,chat,hard
Not the clowned hitting different tonight,The made a fool of oneself feeling is hitting differently tonight,"clowned, embarrassment",social_media,medium
Not all heroes wear capes some are just ikr,"Not all remarkable people wear capes, some simply embody I know right","ikr, agreement",meme,easy
He keeps yapping about the same thing.,He keeps talking too much about the same thing.,yapping,social_media,medium
fr tho his reaction was so big move I could not stop laughing.,everyone his reaction was so an action or strategy I could not stop laughing.,big move,chat,hard
The way the W jumped out for no reason,"The way win, success, great outcome appeared suddenly for no apparent reason","W, victory",meme,medium
Ok so why is people so throwing lately?,Very much why is people so extremely deliberately losing or making mistakes lately?,so throwing,chat,hard
The vibe in that room was literally understood assignment.,The vibe in that room was literally extremely knew exactly what to do.,so understood assignment,chat,hard
That person has cap today.,That person has a lie energy today.,cap,chat,medium
Is it just me or is this giving no cap af energy lmao,"Is it just me or is this giving extremely honestly, no lie energy? friend",no cap af,chat,hard
Why is everyone so no thoughts af lately rn,"Why is everyone so extremely not thinking, mindless lately? honestly",no thoughts af,chat,hard
She literally said manifestation and walked away,She literally said it with believing you can attract what you want and left,"manifestation, belief",chat,medium
Why is people so sigma lately?,Why is people so extremely independent self-made person lately?,so sigma,chat,hard
